"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","592","userCanDepositMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 19:42:35 UTC 2026","passed","Fri Jun 12 19:42:36 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanDepositMoneyTest"
"","362","userCanNotChangeNameTest(String, String) User can NOT change name","","Fri Jun 12 19:42:39 UTC 2026","passed","Fri Jun 12 19:42:40 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","87","adminCanNotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] username=abc$, password=Password22$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Jun 12 19:42:41 UTC 2026","passed","Fri Jun 12 19:42:41 UTC 2026","","apiTests.iteration1.CreateUserTest","apiTests.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest"
"","444","User can not deposit money into ANOTHER ACCOUNT","","Fri Jun 12 19:42:34 UTC 2026","passed","Fri Jun 12 19:42:35 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanNotDepositMoneyIntoAnotherAccountTest"
"","678","userCanDepositMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 19:42:36 UTC 2026","passed","Fri Jun 12 19:42:36 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanDepositMoneyTest"
"","716","User can change name","","Fri Jun 12 19:42:37 UTC 2026","passed","Fri Jun 12 19:42:38 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanChangeNameTest"
"","360","userCanNotChangeNameTest(String, String) User can NOT change name","","Fri Jun 12 19:42:39 UTC 2026","passed","Fri Jun 12 19:42:39 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","662","userCanDepositMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 19:42:36 UTC 2026","passed","Fri Jun 12 19:42:37 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanDepositMoneyTest"
"","6288","userCanNotTransferMoneyMore10000Test(Integer, Integer, Integer) User can NOT transfer money > 10 000","","Fri Jun 12 19:41:47 UTC 2026","passed","Fri Jun 12 19:41:53 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanNotTransferMoneyMore10000Test"
"","403","adminCanLoginWithCorrectDataTest()","","Fri Jun 12 19:42:29 UTC 2026","passed","Fri Jun 12 19:42:30 UTC 2026","","uiTests.iteration1.LoginUserUITest","uiTests.iteration1.LoginUserUITest","adminCanLoginWithCorrectDataTest"
"","440","userCanDepositMoneyTest(int) User can deposit money 1 - 5000 rouble","","Fri Jun 12 19:42:34 UTC 2026","passed","Fri Jun 12 19:42:34 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanDepositMoneyTest"
"","911","userCanNotChangeNameTest(String, String) User can NOT change name John","","Fri Jun 12 19:42:12 UTC 2026","passed","Fri Jun 12 19:42:13 UTC 2026","","uiTests.iteration2.ChangeNameUITest","uiTests.iteration2.ChangeNameUITest","userCanNotChangeNameTest"
