"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","testTransferWithFraudCheck()","","Thu Jun 11 18:26:55 UTC 2026","skipped","Thu Jun 11 18:26:55 UTC 2026","","apiTests.TransferWithFraudCheckTest","apiTests.TransferWithFraudCheckTest","testTransferWithFraudCheck"
"","631","userCanNotDepositMoneyTest(Integer, String) User can not deposit money < 0 or > 5000 rouble","","Thu Jun 11 18:26:58 UTC 2026","passed","Thu Jun 11 18:26:59 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanNotDepositMoneyTest"
"","583","userCanDepositMoneyTest(int) User can deposit money 1 - 5000 rouble","","Thu Jun 11 18:27:01 UTC 2026","passed","Thu Jun 11 18:27:01 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanDepositMoneyTest"
"","364","userCanCreateAccountTest()","","Thu Jun 11 18:27:11 UTC 2026","passed","Thu Jun 11 18:27:11 UTC 2026","","apiTests.iteration1.CreateAccountTest","apiTests.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","0","userCanNotTransferMoneyTest(Integer, Integer, Integer, String)","","Thu Jun 11 18:27:02 UTC 2026","skipped","Thu Jun 11 18:27:02 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanNotTransferMoneyTest"
"","585","userCanDepositMoneyTest(int) User can deposit money 1 - 5000 rouble","","Thu Jun 11 18:27:00 UTC 2026","passed","Thu Jun 11 18:27:01 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanDepositMoneyTest"
"","261","userCanGenerateAuthTokenTest()","","Thu Jun 11 18:27:11 UTC 2026","passed","Thu Jun 11 18:27:11 UTC 2026","","apiTests.iteration1.LoginUserTest","apiTests.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","744","userCanDepositMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Thu Jun 11 18:27:02 UTC 2026","passed","Thu Jun 11 18:27:03 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanDepositMoneyTest"
"","447","userCanNotChangeNameTest(String, String) User can NOT change name","","Thu Jun 11 18:27:08 UTC 2026","passed","Thu Jun 11 18:27:08 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","611","userCanDepositMoneyTest(int) User can deposit money 1 - 5000 rouble","","Thu Jun 11 18:27:00 UTC 2026","passed","Thu Jun 11 18:27:00 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanDepositMoneyTest"
"","132","adminCanNotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] username=ab, password=Password22$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Thu Jun 11 18:27:10 UTC 2026","passed","Thu Jun 11 18:27:10 UTC 2026","","apiTests.iteration1.CreateUserTest","apiTests.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest"
"","481","userCanNotChangeNameTest(String, String) User can NOT change name","","Thu Jun 11 18:27:07 UTC 2026","passed","Thu Jun 11 18:27:07 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","826","userCanDepositMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Thu Jun 11 18:27:04 UTC 2026","passed","Thu Jun 11 18:27:05 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanDepositMoneyTest"
"","115","adminCanNotCreateUserWithInvalidDataTest(String, String, String, String, List) [4] username=abc%, password=Password22$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Thu Jun 11 18:27:10 UTC 2026","passed","Thu Jun 11 18:27:11 UTC 2026","","apiTests.iteration1.CreateUserTest","apiTests.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest"
"","599","userCanDepositMoneyTest(int) User can deposit money 1 - 5000 rouble","","Thu Jun 11 18:27:01 UTC 2026","passed","Thu Jun 11 18:27:02 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanDepositMoneyTest"
"","458","userCanNotChangeNameTest(String, String) User can NOT change name","","Thu Jun 11 18:27:08 UTC 2026","passed","Thu Jun 11 18:27:08 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","476","adminCanNotCreateUserWithInvalidDataTest(String, String, String, String, List) [1] username=    , password=Password22$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Thu Jun 11 18:27:10 UTC 2026","passed","Thu Jun 11 18:27:10 UTC 2026","","apiTests.iteration1.CreateUserTest","apiTests.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest"
