"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","415","userCanNotChangeNameTest(String, String) User can NOT change name","","Fri Jun 12 20:05:31 UTC 2026","passed","Fri Jun 12 20:05:32 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","1065","userCanNotDepositMoneyTest(String) User can not deposit money <= 0 5000 rouble","","Fri Jun 12 20:05:11 UTC 2026","passed","Fri Jun 12 20:05:12 UTC 2026","","uiTests.iteration2.DepositMoneyUITest","uiTests.iteration2.DepositMoneyUITest","userCanNotDepositMoneyTest"
"","695","userCanDepositMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 20:05:26 UTC 2026","passed","Fri Jun 12 20:05:26 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanDepositMoneyTest"
"","528","userCanNotDepositMoneyTest(Integer, String) User can not deposit money < 0 or > 5000 rouble","","Fri Jun 12 20:05:22 UTC 2026","passed","Fri Jun 12 20:05:23 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanNotDepositMoneyTest"
"","0","testTransferWithFraudCheck()","","Fri Jun 12 20:05:21 UTC 2026","skipped","Fri Jun 12 20:05:21 UTC 2026","","apiTests.TransferWithFraudCheckTest","apiTests.TransferWithFraudCheckTest","testTransferWithFraudCheck"
"","679","userCanDepositMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 20:05:26 UTC 2026","passed","Fri Jun 12 20:05:27 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanDepositMoneyTest"
"","362","userCanCreateAccountTest()","","Fri Jun 12 20:05:33 UTC 2026","passed","Fri Jun 12 20:05:34 UTC 2026","","apiTests.iteration1.CreateAccountTest","apiTests.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","0","adminCanCreateUserTest()","","Fri Jun 12 20:05:21 UTC 2026","skipped","Fri Jun 12 20:05:21 UTC 2026","","uiTests.iteration1.CreateUserUITest","uiTests.iteration1.CreateUserUITest","adminCanCreateUserTest"
"","3779","userCanTransferMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 20:04:49 UTC 2026","passed","Fri Jun 12 20:04:53 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanTransferMoneyTest"
"","531","userCanDepositMoneyTest(int) User can deposit money 1 - 5000 rouble","","Fri Jun 12 20:05:24 UTC 2026","passed","Fri Jun 12 20:05:25 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanDepositMoneyTest"
"","568","userCanNotDepositMoneyTest(Integer, String) User can not deposit money < 0 or > 5000 rouble","","Fri Jun 12 20:05:21 UTC 2026","passed","Fri Jun 12 20:05:22 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanNotDepositMoneyTest"
"","1826","userCanNotTransferMoneyTest(Integer, Integer, Integer) User can NOT transfer money","","Fri Jun 12 20:04:44 UTC 2026","passed","Fri Jun 12 20:04:45 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanNotTransferMoneyTest"
"","3779","userCanTransferMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 20:04:45 UTC 2026","passed","Fri Jun 12 20:04:49 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanTransferMoneyTest"
"","1278","userCanDepositMoneyTest(String) User can deposit money 1 - 5000 rouble","","Fri Jun 12 20:05:13 UTC 2026","passed","Fri Jun 12 20:05:15 UTC 2026","","uiTests.iteration2.DepositMoneyUITest","uiTests.iteration2.DepositMoneyUITest","userCanDepositMoneyTest"
"","764","userCanDepositMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 20:05:28 UTC 2026","passed","Fri Jun 12 20:05:29 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanDepositMoneyTest"
"","436","userCanNotChangeNameTest(String, String) User can NOT change name","","Fri Jun 12 20:05:29 UTC 2026","passed","Fri Jun 12 20:05:30 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","620","userCanCreateAccountTest()","","Fri Jun 12 20:05:21 UTC 2026","passed","Fri Jun 12 20:05:21 UTC 2026","","uiTests.iteration1.CreateAccountUITest","uiTests.iteration1.CreateAccountUITest","userCanCreateAccountTest"
"","112","adminCanNotCreateUserWithInvalidDataTest(String, String, String, String, List) [4] username=abc%, password=Password22$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Jun 12 20:05:33 UTC 2026","passed","Fri Jun 12 20:05:33 UTC 2026","","apiTests.iteration1.CreateUserTest","apiTests.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest"
"","488","adminCanLoginWithCorrectDataTest()","","Fri Jun 12 20:05:20 UTC 2026","passed","Fri Jun 12 20:05:21 UTC 2026","","uiTests.iteration1.LoginUserUITest","uiTests.iteration1.LoginUserUITest","adminCanLoginWithCorrectDataTest"
"","5542","userCanNotTransferMoneyMore10000Test(Integer, Integer, Integer) User can NOT transfer money > 10 000","","Fri Jun 12 20:04:34 UTC 2026","passed","Fri Jun 12 20:04:40 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanNotTransferMoneyMore10000Test"
"","414","userCanNotChangeNameTest(String, String) User can NOT change name","","Fri Jun 12 20:05:30 UTC 2026","passed","Fri Jun 12 20:05:30 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","516","userCanDepositMoneyTest(int) User can deposit money 1 - 5000 rouble","","Fri Jun 12 20:05:24 UTC 2026","passed","Fri Jun 12 20:05:24 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanDepositMoneyTest"
"","87","adminCanGenerateAuthTokenTest()","","Fri Jun 12 20:05:34 UTC 2026","passed","Fri Jun 12 20:05:34 UTC 2026","","apiTests.iteration1.LoginUserTest","apiTests.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","3800","userCanTransferMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 20:04:57 UTC 2026","passed","Fri Jun 12 20:05:01 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanTransferMoneyTest"
"","1750","userCanNotTransferZeroMoneyTest(Integer, Integer, Integer) User can NOT transfer money <=0","","Fri Jun 12 20:04:42 UTC 2026","passed","Fri Jun 12 20:04:44 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanNotTransferZeroMoneyTest"
"","1053","userCanNotDepositMoneyTest(String) User can not deposit money <= 0 5000 rouble","","Fri Jun 12 20:05:12 UTC 2026","passed","Fri Jun 12 20:05:13 UTC 2026","","uiTests.iteration2.DepositMoneyUITest","uiTests.iteration2.DepositMoneyUITest","userCanNotDepositMoneyTest"
"","0","userCanNotTransferMoneyTest(Integer, Integer, Integer, String)","","Fri Jun 12 20:05:26 UTC 2026","skipped","Fri Jun 12 20:05:26 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanNotTransferMoneyTest"
"","417","userCanNotChangeNameTest(String, String) User can NOT change name","","Fri Jun 12 20:05:31 UTC 2026","passed","Fri Jun 12 20:05:31 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
