"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","574","userCanNotDepositMoneyTest(Integer, String) User can not deposit money < 0 or > 5000 rouble","","Fri Jun 12 20:23:37 UTC 2026","passed","Fri Jun 12 20:23:38 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanNotDepositMoneyTest"
"","1251","userCanDepositMoneyTest(String) User can deposit money 1 - 5000 rouble","","Fri Jun 12 20:23:33 UTC 2026","passed","Fri Jun 12 20:23:34 UTC 2026","","uiTests.iteration2.DepositMoneyUITest","uiTests.iteration2.DepositMoneyUITest","userCanDepositMoneyTest"
"","3890","userCanTransferMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 20:23:08 UTC 2026","passed","Fri Jun 12 20:23:12 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanTransferMoneyTest"
"","3788","userCanTransferMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 20:23:01 UTC 2026","passed","Fri Jun 12 20:23:04 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanTransferMoneyTest"
"","424","userCanNotChangeNameTest(String, String) User can NOT change name","","Fri Jun 12 20:23:47 UTC 2026","passed","Fri Jun 12 20:23:48 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","511","User can not deposit money into ANOTHER ACCOUNT","","Fri Jun 12 20:23:41 UTC 2026","passed","Fri Jun 12 20:23:41 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanNotDepositMoneyIntoAnotherAccountTest"
"","105","adminCanNotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] username=abc$, password=Password22$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Jun 12 20:23:49 UTC 2026","passed","Fri Jun 12 20:23:49 UTC 2026","","apiTests.iteration1.CreateUserTest","apiTests.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest"
"","416","userCanNotChangeNameTest(String, String) User can NOT change name","","Fri Jun 12 20:23:46 UTC 2026","passed","Fri Jun 12 20:23:47 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","257","userCanGenerateAuthTokenTest()","","Fri Jun 12 20:23:49 UTC 2026","passed","Fri Jun 12 20:23:50 UTC 2026","","apiTests.iteration1.LoginUserTest","apiTests.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","523","userCanDepositMoneyTest(int) User can deposit money 1 - 5000 rouble","","Fri Jun 12 20:23:39 UTC 2026","passed","Fri Jun 12 20:23:40 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanDepositMoneyTest"
