"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","adminCanCreateUserTest()","","Fri Jun 12 19:58:07 UTC 2026","skipped","Fri Jun 12 19:58:07 UTC 2026","","uiTests.iteration1.CreateUserUITest","uiTests.iteration1.CreateUserUITest","adminCanCreateUserTest"
"","681","userCanDepositMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 19:58:12 UTC 2026","passed","Fri Jun 12 19:58:13 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanDepositMoneyTest"
"","776","userCanDepositMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 19:58:14 UTC 2026","passed","Fri Jun 12 19:58:15 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanDepositMoneyTest"
"","0","testTransferWithFraudCheck()","","Fri Jun 12 19:58:07 UTC 2026","skipped","Fri Jun 12 19:58:07 UTC 2026","","apiTests.TransferWithFraudCheckTest","apiTests.TransferWithFraudCheckTest","testTransferWithFraudCheck"
"","3727","userCanTransferMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 19:57:32 UTC 2026","passed","Fri Jun 12 19:57:35 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanTransferMoneyTest"
"","5274","userCanNotTransferMoneyMore10000Test(Integer, Integer, Integer) User can NOT transfer money > 10 000","","Fri Jun 12 19:57:21 UTC 2026","passed","Fri Jun 12 19:57:26 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanNotTransferMoneyMore10000Test"
"","0","User can change name","","Fri Jun 12 19:57:47 UTC 2026","skipped","Fri Jun 12 19:57:47 UTC 2026","","uiTests.iteration2.ChangeNameUITest","uiTests.iteration2.ChangeNameUITest","userCanChangeNameTest"
"","485","adminCanLoginWithCorrectDataTest()","","Fri Jun 12 19:58:06 UTC 2026","passed","Fri Jun 12 19:58:07 UTC 2026","","uiTests.iteration1.LoginUserUITest","uiTests.iteration1.LoginUserUITest","adminCanLoginWithCorrectDataTest"
"","1909","userCanNotTransferZeroMoneyTest(Integer, Integer, Integer) User can NOT transfer money <=0","","Fri Jun 12 19:57:26 UTC 2026","passed","Fri Jun 12 19:57:28 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanNotTransferZeroMoneyTest"
"","694","userCanDepositMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 19:58:12 UTC 2026","passed","Fri Jun 12 19:58:12 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanDepositMoneyTest"
"","769","userCanDepositMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 19:58:13 UTC 2026","passed","Fri Jun 12 19:58:14 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanDepositMoneyTest"
"","1792","userCanNotTransferZeroMoneyTest(Integer, Integer, Integer) User can NOT transfer money <=0","","Fri Jun 12 19:57:28 UTC 2026","passed","Fri Jun 12 19:57:30 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanNotTransferZeroMoneyTest"
"","426","userCanNotChangeNameTest(String, String) User can NOT change name","","Fri Jun 12 19:58:17 UTC 2026","passed","Fri Jun 12 19:58:18 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","521","userCanDepositMoneyTest(int) User can deposit money 1 - 5000 rouble","","Fri Jun 12 19:58:11 UTC 2026","passed","Fri Jun 12 19:58:11 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanDepositMoneyTest"
"","699","userCanCreateAccountTest()","","Fri Jun 12 19:58:07 UTC 2026","passed","Fri Jun 12 19:58:07 UTC 2026","","uiTests.iteration1.CreateAccountUITest","uiTests.iteration1.CreateAccountUITest","userCanCreateAccountTest"
"","1784","userCanNotTransferMoneyTest(Integer, Integer, Integer) User can NOT transfer money","","Fri Jun 12 19:57:30 UTC 2026","passed","Fri Jun 12 19:57:32 UTC 2026","","uiTests.iteration2.TransferMoneyUITest","uiTests.iteration2.TransferMoneyUITest","userCanNotTransferMoneyTest"
"","1","userCanNotTransferMoneyTest(Integer, Integer, Integer, String)","","Fri Jun 12 19:58:12 UTC 2026","skipped","Fri Jun 12 19:58:12 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanNotTransferMoneyTest"
"","109","adminCanNotCreateUserWithInvalidDataTest(String, String, String, String, List) [4] username=abc%, password=Password22$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Jun 12 19:58:19 UTC 2026","passed","Fri Jun 12 19:58:19 UTC 2026","","apiTests.iteration1.CreateUserTest","apiTests.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest"
"","1051","userCanNotDepositMoneyTest(String) User can not deposit money <= 0 5000 rouble","","Fri Jun 12 19:57:57 UTC 2026","passed","Fri Jun 12 19:57:58 UTC 2026","","uiTests.iteration2.DepositMoneyUITest","uiTests.iteration2.DepositMoneyUITest","userCanNotDepositMoneyTest"
"","89","adminCanGenerateAuthTokenTest()","","Fri Jun 12 19:58:20 UTC 2026","passed","Fri Jun 12 19:58:20 UTC 2026","","apiTests.iteration1.LoginUserTest","apiTests.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","418","userCanNotChangeNameTest(String, String) User can NOT change name","","Fri Jun 12 19:58:18 UTC 2026","passed","Fri Jun 12 19:58:18 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","257","userCanGenerateAuthTokenTest()","","Fri Jun 12 19:58:20 UTC 2026","passed","Fri Jun 12 19:58:20 UTC 2026","","apiTests.iteration1.LoginUserTest","apiTests.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","403","adminCanCreateUserWithCorrectDataTest()","","Fri Jun 12 19:58:18 UTC 2026","passed","Fri Jun 12 19:58:18 UTC 2026","","apiTests.iteration1.CreateUserTest","apiTests.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","1033","userCanNotDepositMoneyMore5000Test(String) User can not deposit money > 5000 rouble","","Fri Jun 12 19:58:04 UTC 2026","passed","Fri Jun 12 19:58:05 UTC 2026","","uiTests.iteration2.DepositMoneyUITest","uiTests.iteration2.DepositMoneyUITest","userCanNotDepositMoneyMore5000Test"
"","522","userCanNotDepositMoneyTest(Integer, String) User can not deposit money < 0 or > 5000 rouble","","Fri Jun 12 19:58:09 UTC 2026","passed","Fri Jun 12 19:58:09 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanNotDepositMoneyTest"
"","512","User can not deposit money into ANOTHER ACCOUNT","","Fri Jun 12 19:58:11 UTC 2026","passed","Fri Jun 12 19:58:12 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanNotDepositMoneyIntoAnotherAccountTest"
"","893","User can change name","","Fri Jun 12 19:58:15 UTC 2026","passed","Fri Jun 12 19:58:16 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanChangeNameTest"
"","743","userCanLoginWithCorrectData()","","Fri Jun 12 19:58:05 UTC 2026","passed","Fri Jun 12 19:58:06 UTC 2026","","uiTests.iteration1.LoginUserUITest","uiTests.iteration1.LoginUserUITest","userCanLoginWithCorrectData"
"","540","userCanDepositMoneyTest(int) User can deposit money 1 - 5000 rouble","","Fri Jun 12 19:58:10 UTC 2026","passed","Fri Jun 12 19:58:11 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanDepositMoneyTest"
"","354","userCanCreateAccountTest()","","Fri Jun 12 19:58:19 UTC 2026","passed","Fri Jun 12 19:58:20 UTC 2026","","apiTests.iteration1.CreateAccountTest","apiTests.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","1048","userCanNotChangeNameTest(String, String) User can NOT change name      ","","Fri Jun 12 19:57:50 UTC 2026","passed","Fri Jun 12 19:57:51 UTC 2026","","uiTests.iteration2.ChangeNameUITest","uiTests.iteration2.ChangeNameUITest","userCanNotChangeNameTest"
"","3087","userCanNotChangeNameTest(String, String) User can NOT change name 123 123","","Fri Jun 12 19:57:51 UTC 2026","passed","Fri Jun 12 19:57:54 UTC 2026","","uiTests.iteration2.ChangeNameUITest","uiTests.iteration2.ChangeNameUITest","userCanNotChangeNameTest"
"","1238","userCanDepositMoneyTest(String) User can deposit money 1 - 5000 rouble","","Fri Jun 12 19:58:02 UTC 2026","passed","Fri Jun 12 19:58:03 UTC 2026","","uiTests.iteration2.DepositMoneyUITest","uiTests.iteration2.DepositMoneyUITest","userCanDepositMoneyTest"
"","1049","userCanNotChangeNameTest(String, String) User can NOT change name John John John","","Fri Jun 12 19:57:48 UTC 2026","passed","Fri Jun 12 19:57:49 UTC 2026","","uiTests.iteration2.ChangeNameUITest","uiTests.iteration2.ChangeNameUITest","userCanNotChangeNameTest"
