"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","116","adminCanNotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] username=ab, password=Password22$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Fri Jun 12 20:10:46 UTC 2026","passed","Fri Jun 12 20:10:46 UTC 2026","","apiTests.iteration1.CreateUserTest","apiTests.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest"
"","678","userCanDepositMoneyTest(Integer, Integer, Integer) User can transfer money 1 - 10 000 rouble","","Fri Jun 12 20:10:39 UTC 2026","passed","Fri Jun 12 20:10:40 UTC 2026","","apiTests.iteration2.TransferMoneyTest","apiTests.iteration2.TransferMoneyTest","userCanDepositMoneyTest"
"","422","userCanNotChangeNameTest(String, String) User can NOT change name","","Fri Jun 12 20:10:44 UTC 2026","passed","Fri Jun 12 20:10:44 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","113","adminCanNotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] username=abc$, password=Password22$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Jun 12 20:10:46 UTC 2026","passed","Fri Jun 12 20:10:46 UTC 2026","","apiTests.iteration1.CreateUserTest","apiTests.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest"
"","512","userCanNotDepositMoneyTest(Integer, String) User can not deposit money < 0 or > 5000 rouble","","Fri Jun 12 20:10:35 UTC 2026","passed","Fri Jun 12 20:10:36 UTC 2026","","apiTests.iteration2.DepositMoneyTest","apiTests.iteration2.DepositMoneyTest","userCanNotDepositMoneyTest"
"","1051","userCanNotChangeNameTest(String, String) User can NOT change name      ","","Fri Jun 12 20:10:17 UTC 2026","passed","Fri Jun 12 20:10:18 UTC 2026","","uiTests.iteration2.ChangeNameUITest","uiTests.iteration2.ChangeNameUITest","userCanNotChangeNameTest"
"","417","userCanNotChangeNameTest(String, String) User can NOT change name","","Fri Jun 12 20:10:43 UTC 2026","passed","Fri Jun 12 20:10:44 UTC 2026","","apiTests.iteration2.ChangeNameTest","apiTests.iteration2.ChangeNameTest","userCanNotChangeNameTest"
"","349","userCanCreateAccountTest()","","Fri Jun 12 20:10:46 UTC 2026","passed","Fri Jun 12 20:10:47 UTC 2026","","apiTests.iteration1.CreateAccountTest","apiTests.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","0","User can change name","","Fri Jun 12 20:10:14 UTC 2026","skipped","Fri Jun 12 20:10:14 UTC 2026","","uiTests.iteration2.ChangeNameUITest","uiTests.iteration2.ChangeNameUITest","userCanChangeNameTest"
"","641","userCanCreateAccountTest()","","Fri Jun 12 20:10:34 UTC 2026","passed","Fri Jun 12 20:10:34 UTC 2026","","uiTests.iteration1.CreateAccountUITest","uiTests.iteration1.CreateAccountUITest","userCanCreateAccountTest"
